Degree	Degree c.	Betweenness c.	Closeness c.	Harmonic c.	Eigenvector c.
20	0.3278688524590164	0.3404371584699454	0.40076112412177983	28.166666666666664	0.5414313226322043
5	0.0819672131147541	0.039344262295081964	0.2640308582449373	18.5	0.43933059071858843
4	0.06557377049180328	0.020491803278688523	0.26096073198627523	18.000000000000004	0.39449572513471015
4	0.06557377049180328	0.0	0.06557377049180328	4.0	3.0606587367206486e-05
4	0.06557377049180328	0.0	0.06557377049180328	4.0	3.060658736720648e-05
4	0.06557377049180328	0.0	0.06557377049180328	4.0	2.8914267350413317e-05
4	0.06557377049180328	0.0	0.06557377049180328	4.0	2.8914267350413317e-05
4	0.06557377049180328	0.0	0.06557377049180328	4.0	2.2201571244140013e-05
3	0.04918032786885246	0.03879781420765027	0.2550298062593145	17.333333333333336	0.05966021854500936
3	0.04918032786885246	0.03879781420765027	0.1901917199222006	13.333333333333336	0.05036646736254831
3	0.04918032786885246	0.03825136612021858	0.2550298062593145	17.333333333333332	0.14101334432928092
3	0.04918032786885246	0.019672131147540982	0.2550298062593145	17.333333333333332	0.06281539081329186
3	0.04918032786885246	0.010109289617486339	0.2550298062593145	17.333333333333332	0.13804183889699662
2	0.03278688524590164	0.05573770491803279	0.26096073198627523	17.166666666666668	0.11773481935098072
2	0.03278688524590164	0.019672131147540982	0.24936247723132968	16.66666666666667	0.11468657349432787
2	0.03278688524590164	0.019672131147540982	0.24936247723132968	16.66666666666667	0.11468657349432787
2	0.03278688524590164	0.019672131147540982	0.24936247723132968	16.66666666666667	0.10271914401437783
2	0.03278688524590164	0.019672131147540982	0.24936247723132968	16.66666666666667	0.10010761227043247
2	0.03278688524590164	0.019672131147540982	0.24936247723132968	16.66666666666667	0.05734328674722104
2	0.03278688524590164	0.009016393442622951	0.24936247723132968	16.66666666666667	0.21504130975171448
2	0.03278688524590164	0.000273224043715847	0.18395592582639075	12.650000000000002	0.09004318999721528
2	0.03278688524590164	0.0	0.25216430281819857	16.833333333333336	0.21072738278605907
2	0.03278688524590164	0.0	0.24936247723132968	16.66666666666667	0.17159343096548377
2	0.03278688524590164	0.0	0.2466222302287876	16.500000000000004	0.11213544180430907
2	0.03278688524590164	0.0	0.2466222302287876	16.500000000000004	0.0701921675870514
2	0.03278688524590164	0.0	0.1824603491936559	12.483333333333334	0.05692536139803643
2	0.03278688524590164	0.0	0.1824603491936559	12.483333333333334	0.05692536139803643
2	0.03278688524590164	0.0	0.03278688524590164	2.0	2.6037587012728947e-11
2	0.03278688524590164	0.0	0.03278688524590164	2.0	2.4299683238042386e-11
2	0.03278688524590164	0.0	0.03278688524590164	2.0	1.5509651110333362e-11
1	0.01639344262295082	0.0	0.24394155381325733	16.000000000000004	0.09926636289626446
1	0.01639344262295082	0.0	0.24394155381325733	16.000000000000004	0.04963318144813223
1	0.01639344262295082	0.0	0.24394155381325733	16.000000000000004	0.04963318144813223
1	0.01639344262295082	0.0	0.18547622273404687	12.400000000000004	0.16109420133792685
1	0.01639344262295082	0.0	0.18547622273404687	12.400000000000004	0.16109420133792685
1	0.01639344262295082	0.0	0.18395592582639075	12.233333333333338	0.1446541361384386
1	0.01639344262295082	0.0	0.18098889476467478	11.983333333333336	0.021876289984842742
1	0.01639344262295082	0.0	0.18098889476467478	11.983333333333336	0.005758308082361076
1	0.01639344262295082	0.0	0.18098889476467478	11.983333333333334	0.010938144992421371
1	0.01639344262295082	0.0	0.17811605516523552	11.733333333333336	0.04205342700935014
1	0.01639344262295082	0.0	0.17811605516523552	11.733333333333336	0.01883259557986247
1	0.01639344262295082	0.0	0.17811605516523552	11.733333333333336	0.009176897700207059
1	0.01639344262295082	0.0	0.17811605516523552	11.733333333333334	0.04205342700935014
1	0.01639344262295082	0.0	0.17811605516523552	11.733333333333334	0.02102671350473218
1	0.01639344262295082	0.0	0.1457313178624654	9.883333333333333	0.018468456454716255
1	0.01639344262295082	0.0	0.1457313178624654	9.883333333333333	0.004617114113679064
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.845603759386663e-05
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.845603759386663e-05
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	1.142180471040311e-13
1	0.01639344262295082	0.0	0.01639344262295082	1.0	3.486246933594316e-20
1	0.01639344262295082	0.0	0.01639344262295082	1.0	3.486246933594316e-20
1	0.01639344262295082	0.0	0.01639344262295082	1.0	3.486246933594316e-20
1	0.01639344262295082	0.0	0.01639344262295082	1.0	3.486246933594316e-20
1	0.01639344262295082	0.0	0.01639344262295082	1.0	8.310456695037364e-25
1	0.01639344262295082	0.0	0.01639344262295082	1.0	8.310456695037364e-25
